order_id,order_date,channel,sku,product_name,qty,unit_price,discount_pct,line_total
#90476,2025-04-23,Shopify,VS-ST-8QT,8qt Stainless Stockpot,3,129.0,0.1,348.3
#90477,2025-04-14,Amazon,VS-CB-MAP,Maple Cutting Board,2,58.0,0.0,116.0
#90478,2025-04-24,Shopify,VS-UTN-SET,6-Piece Utensil Set,3,59.0,0.0,177.0
#90478,2025-04-24,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,2,42.0,0.0,84.0
#90478,2025-04-24,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,2,42.0,0.0,84.0
#90479,2025-04-14,Amazon,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90480,2025-04-17,Amazon,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.0,258.0
#90480,2025-04-17,Amazon,VS-CB-WAL,Walnut Cutting Board,2,68.0,0.1,122.4
#90480,2025-04-17,Amazon,VS-ST-8QT,8qt Stainless Stockpot,3,129.0,0.0,387.0
#90481,2025-04-08,Amazon,VS-BAK-SHT,Half Sheet Baking Pan (2pk),2,39.0,0.0,78.0
#90481,2025-04-08,Amazon,VS-ST-8QT,8qt Stainless Stockpot,3,129.0,0.0,387.0
#90482,2025-04-21,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#90482,2025-04-21,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90483,2025-04-25,Amazon,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.0,59.0
#90483,2025-04-25,Amazon,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90484,2025-04-11,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.2,31.2
#90485,2025-04-12,Wholesale,VS-KNF-SET5,5-Piece Knife Set,12,189.0,0.45,1247.4
#90486,2025-04-06,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#90486,2025-04-06,Shopify,VS-KNF-SET5,5-Piece Knife Set,2,189.0,0.0,378.0
#90486,2025-04-06,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#90487,2025-04-03,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#90487,2025-04-03,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#90488,2025-04-01,Wholesale,VS-MUG-SET,Ceramic Mug Set of 4,24,42.0,0.45,554.4
#90488,2025-04-01,Wholesale,VS-CB-MAP,Maple Cutting Board,12,58.0,0.45,382.8
#90489,2025-04-23,Shopify,VS-ST-8QT,8qt Stainless Stockpot,3,129.0,0.0,387.0
#90490,2025-04-08,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90490,2025-04-08,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#90491,2025-04-15,Shopify,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.0,118.0
#90491,2025-04-15,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#90492,2025-04-11,Shopify,VS-KTL-ST,Stovetop Kettle,2,69.0,0.0,138.0
#90492,2025-04-11,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90493,2025-04-28,Shopify,VS-CB-MAP,Maple Cutting Board,2,58.0,0.0,116.0
#90493,2025-04-28,Shopify,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.0,59.0
#90494,2025-04-20,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,2,42.0,0.0,84.0
#90495,2025-04-12,Shopify,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.0,258.0
#90495,2025-04-12,Shopify,VS-KTL-ST,Stovetop Kettle,2,69.0,0.2,110.4
#90496,2025-04-26,Wholesale,VS-ST-3QT,3qt Stainless Saucepan,24,74.0,0.45,976.8
#90497,2025-04-30,Amazon,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#90498,2025-04-19,Shopify,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.0,65.0
#90498,2025-04-19,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#90499,2025-04-06,Amazon,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.0,65.0
#90499,2025-04-06,Amazon,VS-BAK-SHT,Half Sheet Baking Pan (2pk),2,39.0,0.15,66.3
#90500,2025-04-23,Shopify,VS-UTN-SET,6-Piece Utensil Set,3,59.0,0.0,177.0
#90500,2025-04-23,Shopify,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#90500,2025-04-23,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90501,2025-04-21,Wholesale,VS-ST-3QT,3qt Stainless Saucepan,6,74.0,0.45,244.2
#90501,2025-04-21,Wholesale,VS-CI-12,12in Cast Iron Skillet,12,95.0,0.45,627.0
#90502,2025-04-12,Wholesale,VS-UTN-SET,6-Piece Utensil Set,12,59.0,0.45,389.4
#90502,2025-04-12,Wholesale,VS-ST-8QT,8qt Stainless Stockpot,12,129.0,0.45,851.4
#90503,2025-04-18,Wholesale,VS-KTL-ST,Stovetop Kettle,6,69.0,0.45,227.7
#90503,2025-04-18,Wholesale,VS-KTL-ST,Stovetop Kettle,12,69.0,0.45,455.4
#90503,2025-04-18,Wholesale,VS-UTN-SET,6-Piece Utensil Set,24,59.0,0.45,778.8
#90503,2025-04-18,Wholesale,VS-CB-MAP,Maple Cutting Board,12,58.0,0.45,382.8
#90504,2025-04-05,Shopify,VS-CB-WAL,Walnut Cutting Board,3,68.0,0.2,163.2
#90505,2025-04-16,Shopify,VS-ST-8QT,8qt Stainless Stockpot,3,129.0,0.0,387.0
#90506,2025-04-24,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90507,2025-04-25,Amazon,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90507,2025-04-25,Amazon,VS-CI-10,10in Cast Iron Skillet,1,79.0,0.0,79.0
#90507,2025-04-25,Amazon,VS-CI-12,12in Cast Iron Skillet,2,95.0,0.0,190.0
#90507,2025-04-25,Amazon,VS-ST-3QT,3qt Stainless Saucepan,3,74.0,0.0,222.0
#90508,2025-04-11,Wholesale,VS-UTN-SET,6-Piece Utensil Set,12,59.0,0.45,389.4
#90509,2025-04-24,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90509,2025-04-24,Shopify,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90510,2025-04-17,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#90510,2025-04-17,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#90510,2025-04-17,Shopify,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90510,2025-04-17,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#90511,2025-04-07,Wholesale,VS-BAK-SHT,Half Sheet Baking Pan (2pk),6,39.0,0.45,128.7
#90512,2025-04-30,Wholesale,VS-MUG-SET,Ceramic Mug Set of 4,12,42.0,0.45,277.2
#90512,2025-04-30,Wholesale,VS-CB-WAL,Walnut Cutting Board,12,68.0,0.45,448.8
#90513,2025-04-25,Wholesale,VS-KTL-ST,Stovetop Kettle,24,69.0,0.45,910.8
#90513,2025-04-25,Wholesale,VS-CB-MAP,Maple Cutting Board,12,58.0,0.45,382.8
#90513,2025-04-25,Wholesale,VS-KNF-SET5,5-Piece Knife Set,12,189.0,0.45,1247.4
#90514,2025-04-02,Shopify,VS-CB-WAL,Walnut Cutting Board,2,68.0,0.0,136.0
#90514,2025-04-02,Shopify,VS-ST-3QT,3qt Stainless Saucepan,2,74.0,0.0,148.0
#90515,2025-04-27,Amazon,VS-KTL-ST,Stovetop Kettle,2,69.0,0.0,138.0
#90516,2025-04-17,Amazon,VS-KTL-ST,Stovetop Kettle,3,69.0,0.15,175.95
#90517,2025-04-06,Shopify,VS-CI-12,12in Cast Iron Skillet,2,95.0,0.0,190.0
#90517,2025-04-06,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#90517,2025-04-06,Shopify,VS-CB-MAP,Maple Cutting Board,3,58.0,0.0,174.0
#90518,2025-04-02,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#90518,2025-04-02,Shopify,VS-ST-3QT,3qt Stainless Saucepan,3,74.0,0.0,222.0
#90519,2025-04-07,Shopify,VS-CI-12,12in Cast Iron Skillet,3,95.0,0.0,285.0
#90520,2025-04-16,Amazon,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90520,2025-04-16,Amazon,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.15,57.8
#90521,2025-04-17,Shopify,VS-KNF-SET5,5-Piece Knife Set,2,189.0,0.0,378.0
#90521,2025-04-17,Shopify,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.0,59.0
#90522,2025-04-28,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#90523,2025-04-17,Wholesale,VS-KTL-ST,Stovetop Kettle,24,69.0,0.45,910.8
#90523,2025-04-17,Wholesale,VS-MUG-SET,Ceramic Mug Set of 4,12,42.0,0.45,277.2
#90524,2025-04-23,Shopify,VS-CI-10,10in Cast Iron Skillet,1,79.0,0.0,79.0
#90525,2025-04-03,Shopify,VS-KNF-SET5,5-Piece Knife Set,3,189.0,0.0,567.0
#90525,2025-04-03,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#90525,2025-04-03,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.15,109.65
#90525,2025-04-03,Shopify,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.0,65.0
#90526,2025-04-06,Shopify,VS-KNF-CHEF,8in Chef Knife,2,65.0,0.0,130.0
#90526,2025-04-06,Shopify,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90526,2025-04-06,Shopify,VS-CI-10,10in Cast Iron Skillet,3,79.0,0.0,237.0
#90527,2025-04-04,Shopify,VS-CI-10,10in Cast Iron Skillet,3,79.0,0.0,237.0
#90528,2025-04-22,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#90528,2025-04-22,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90528,2025-04-22,Shopify,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90529,2025-04-25,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90529,2025-04-25,Shopify,VS-ST-3QT,3qt Stainless Saucepan,3,74.0,0.15,188.7
#90530,2025-04-23,Shopify,VS-ST-3QT,3qt Stainless Saucepan,3,74.0,0.0,222.0
#90530,2025-04-23,Shopify,VS-CB-MAP,Maple Cutting Board,2,58.0,0.0,116.0
#90531,2025-04-09,Shopify,VS-CI-12,12in Cast Iron Skillet,2,95.0,0.0,190.0
#90531,2025-04-09,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#90532,2025-04-03,Amazon,VS-CI-12,12in Cast Iron Skillet,1,95.0,0.0,95.0
#90532,2025-04-03,Amazon,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90533,2025-04-08,Shopify,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.0,258.0
#90534,2025-04-01,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#90534,2025-04-01,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#90535,2025-04-07,Wholesale,VS-KNF-SET5,5-Piece Knife Set,12,189.0,0.45,1247.4
#90536,2025-04-09,Shopify,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.1,58.5
#90536,2025-04-09,Shopify,VS-CI-12,12in Cast Iron Skillet,1,95.0,0.0,95.0
#90537,2025-04-09,Shopify,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.0,118.0
#90538,2025-04-24,Shopify,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.0,258.0
#90538,2025-04-24,Shopify,VS-CB-WAL,Walnut Cutting Board,3,68.0,0.0,204.0
#90539,2025-04-01,Amazon,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#90540,2025-04-05,Wholesale,VS-ST-8QT,8qt Stainless Stockpot,12,129.0,0.45,851.4
#90540,2025-04-05,Wholesale,VS-BAK-SHT,Half Sheet Baking Pan (2pk),12,39.0,0.45,257.4
#90540,2025-04-05,Wholesale,VS-CI-10,10in Cast Iron Skillet,24,79.0,0.45,1042.8
#90541,2025-04-02,Amazon,VS-CI-12,12in Cast Iron Skillet,3,95.0,0.0,285.0
#90542,2025-04-02,Shopify,VS-CB-MAP,Maple Cutting Board,3,58.0,0.2,139.2
#90543,2025-04-06,Wholesale,VS-MUG-SET,Ceramic Mug Set of 4,6,42.0,0.45,138.6
#90543,2025-04-06,Wholesale,VS-UTN-SET,6-Piece Utensil Set,12,59.0,0.45,389.4
#90543,2025-04-06,Wholesale,VS-MUG-SET,Ceramic Mug Set of 4,12,42.0,0.45,277.2
#90543,2025-04-06,Wholesale,VS-KTL-ST,Stovetop Kettle,6,69.0,0.45,227.7
#90544,2025-04-03,Shopify,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.0,59.0
#90545,2025-04-04,Amazon,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#90545,2025-04-04,Amazon,VS-CB-WAL,Walnut Cutting Board,2,68.0,0.0,136.0
#90546,2025-04-05,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#90547,2025-04-13,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,3,42.0,0.0,126.0
#90547,2025-04-13,Shopify,VS-KTL-ST,Stovetop Kettle,3,69.0,0.0,207.0
#90547,2025-04-13,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90548,2025-04-20,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90548,2025-04-20,Shopify,VS-CI-10,10in Cast Iron Skillet,2,79.0,0.0,158.0
#90548,2025-04-20,Shopify,VS-CI-10,10in Cast Iron Skillet,2,79.0,0.2,126.4
#90549,2025-04-07,Amazon,VS-CB-WAL,Walnut Cutting Board,2,68.0,0.15,115.6
#90550,2025-04-25,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#90550,2025-04-25,Shopify,VS-CI-12,12in Cast Iron Skillet,2,95.0,0.0,190.0
#90551,2025-04-08,Shopify,VS-CI-10,10in Cast Iron Skillet,1,79.0,0.0,79.0
#90552,2025-04-03,Amazon,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90552,2025-04-03,Amazon,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90552,2025-04-03,Amazon,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.0,258.0
#90553,2025-04-18,Shopify,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.2,206.4
#90553,2025-04-18,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#90553,2025-04-18,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.15,160.65
#90554,2025-04-04,Shopify,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.0,118.0
#90555,2025-04-20,Shopify,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90555,2025-04-20,Shopify,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.0,59.0
#90555,2025-04-20,Shopify,VS-CB-MAP,Maple Cutting Board,2,58.0,0.0,116.0
#90555,2025-04-20,Shopify,VS-KTL-ST,Stovetop Kettle,2,69.0,0.0,138.0
#90556,2025-04-04,Shopify,VS-ST-3QT,3qt Stainless Saucepan,3,74.0,0.15,188.7
#90556,2025-04-04,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),3,39.0,0.0,117.0
#90557,2025-04-05,Amazon,VS-KNF-CHEF,8in Chef Knife,2,65.0,0.0,130.0
#90558,2025-04-19,Shopify,VS-CB-MAP,Maple Cutting Board,3,58.0,0.0,174.0
#90558,2025-04-19,Shopify,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.0,65.0
#90558,2025-04-19,Shopify,VS-CI-10,10in Cast Iron Skillet,2,79.0,0.0,158.0
#90558,2025-04-19,Shopify,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.2,47.2
#90559,2025-04-18,Shopify,VS-CI-12,12in Cast Iron Skillet,1,95.0,0.0,95.0
#90559,2025-04-18,Shopify,VS-CI-10,10in Cast Iron Skillet,3,79.0,0.0,237.0
#90560,2025-04-05,Wholesale,VS-CI-12,12in Cast Iron Skillet,6,95.0,0.45,313.5
#90561,2025-04-05,Wholesale,VS-ST-8QT,8qt Stainless Stockpot,12,129.0,0.45,851.4
#90562,2025-04-19,Shopify,VS-CI-10,10in Cast Iron Skillet,1,79.0,0.0,79.0
#90562,2025-04-19,Shopify,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90563,2025-04-14,Shopify,VS-CI-12,12in Cast Iron Skillet,2,95.0,0.0,190.0
#90564,2025-04-01,Amazon,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#90564,2025-04-01,Amazon,VS-MUG-SET,Ceramic Mug Set of 4,3,42.0,0.0,126.0
#90564,2025-04-01,Amazon,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#90565,2025-04-02,Amazon,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.0,59.0
#90566,2025-04-16,Wholesale,VS-CB-MAP,Maple Cutting Board,6,58.0,0.45,191.4
#90566,2025-04-16,Wholesale,VS-KTL-ST,Stovetop Kettle,6,69.0,0.45,227.7
#90567,2025-04-04,Wholesale,VS-ST-8QT,8qt Stainless Stockpot,12,129.0,0.45,851.4
#90567,2025-04-04,Wholesale,VS-CI-12,12in Cast Iron Skillet,24,95.0,0.45,1254.0
#90568,2025-04-16,Shopify,VS-CB-MAP,Maple Cutting Board,2,58.0,0.0,116.0
#90569,2025-04-11,Shopify,VS-ST-3QT,3qt Stainless Saucepan,2,74.0,0.0,148.0
#90570,2025-04-04,Amazon,VS-CI-12,12in Cast Iron Skillet,1,95.0,0.0,95.0
#90570,2025-04-04,Amazon,VS-BAK-SHT,Half Sheet Baking Pan (2pk),2,39.0,0.0,78.0
#90570,2025-04-04,Amazon,VS-CI-10,10in Cast Iron Skillet,1,79.0,0.0,79.0
#90570,2025-04-04,Amazon,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#90571,2025-04-30,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.15,62.9
#90572,2025-04-28,Shopify,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90572,2025-04-28,Shopify,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.0,118.0
#90573,2025-04-20,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90574,2025-04-22,Wholesale,VS-KNF-CHEF,8in Chef Knife,24,65.0,0.45,858.0
#90574,2025-04-22,Wholesale,VS-BAK-SHT,Half Sheet Baking Pan (2pk),6,39.0,0.45,128.7
#90575,2025-04-21,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#90575,2025-04-21,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#90576,2025-04-05,Shopify,VS-CI-10,10in Cast Iron Skillet,1,79.0,0.0,79.0
#90576,2025-04-05,Shopify,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.0,258.0
#90576,2025-04-05,Shopify,VS-KTL-ST,Stovetop Kettle,2,69.0,0.0,138.0
#90576,2025-04-05,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.1,35.1
#90577,2025-04-17,Wholesale,VS-CI-12,12in Cast Iron Skillet,24,95.0,0.45,1254.0
#90577,2025-04-17,Wholesale,VS-ST-8QT,8qt Stainless Stockpot,12,129.0,0.45,851.4
#90577,2025-04-17,Wholesale,VS-BAK-SHT,Half Sheet Baking Pan (2pk),6,39.0,0.45,128.7
#90578,2025-04-27,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),3,39.0,0.0,117.0
#90578,2025-04-27,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.0,39.0
#90578,2025-04-27,Shopify,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#90579,2025-04-19,Amazon,VS-KNF-SET5,5-Piece Knife Set,2,189.0,0.0,378.0
#90579,2025-04-19,Amazon,VS-CI-12,12in Cast Iron Skillet,2,95.0,0.0,190.0
#90579,2025-04-19,Amazon,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.0,39.0
#90580,2025-04-14,Shopify,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.0,118.0
#90581,2025-04-09,Wholesale,VS-CB-MAP,Maple Cutting Board,6,58.0,0.45,191.4
#90581,2025-04-09,Wholesale,VS-KNF-SET5,5-Piece Knife Set,6,189.0,0.45,623.7
#90581,2025-04-09,Wholesale,VS-BAK-SHT,Half Sheet Baking Pan (2pk),12,39.0,0.45,257.4
#90582,2025-04-13,Shopify,VS-CI-10,10in Cast Iron Skillet,3,79.0,0.0,237.0
#90583,2025-04-10,Shopify,VS-UTN-SET,6-Piece Utensil Set,3,59.0,0.0,177.0
#90584,2025-04-29,Wholesale,VS-CI-12,12in Cast Iron Skillet,12,95.0,0.45,627.0
#90585,2025-04-08,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#90585,2025-04-08,Shopify,VS-CI-12,12in Cast Iron Skillet,1,95.0,0.0,95.0
#90585,2025-04-08,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#90586,2025-04-13,Shopify,VS-CI-12,12in Cast Iron Skillet,1,95.0,0.0,95.0
#90587,2025-04-03,Amazon,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90587,2025-04-03,Amazon,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#90588,2025-04-20,Amazon,VS-CI-12,12in Cast Iron Skillet,2,95.0,0.0,190.0
#90588,2025-04-20,Amazon,VS-CI-12,12in Cast Iron Skillet,1,95.0,0.0,95.0
#90588,2025-04-20,Amazon,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.0,39.0
#90589,2025-04-16,Amazon,VS-MUG-SET,Ceramic Mug Set of 4,1,42.0,0.0,42.0
#90590,2025-04-27,Amazon,VS-KTL-ST,Stovetop Kettle,2,69.0,0.0,138.0
#90590,2025-04-27,Amazon,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#90591,2025-04-23,Wholesale,VS-CI-10,10in Cast Iron Skillet,12,79.0,0.45,521.4
#90591,2025-04-23,Wholesale,VS-UTN-SET,6-Piece Utensil Set,12,59.0,0.45,389.4
#90591,2025-04-23,Wholesale,VS-CI-10,10in Cast Iron Skillet,24,79.0,0.45,1042.8
#90592,2025-04-07,Shopify,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90593,2025-04-04,Wholesale,VS-KNF-CHEF,8in Chef Knife,24,65.0,0.45,858.0
#90593,2025-04-04,Wholesale,VS-ST-3QT,3qt Stainless Saucepan,12,74.0,0.45,488.4
#90593,2025-04-04,Wholesale,VS-BAK-SHT,Half Sheet Baking Pan (2pk),12,39.0,0.45,257.4
#90594,2025-04-28,Wholesale,VS-CB-MAP,Maple Cutting Board,24,58.0,0.45,765.6
#90595,2025-04-29,Shopify,VS-CI-10,10in Cast Iron Skillet,1,79.0,0.0,79.0
#90596,2025-04-05,Shopify,VS-CB-MAP,Maple Cutting Board,3,58.0,0.0,174.0
#90596,2025-04-05,Shopify,VS-KNF-CHEF,8in Chef Knife,2,65.0,0.0,130.0
#90596,2025-04-05,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90596,2025-04-05,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.0,39.0
#90597,2025-04-08,Wholesale,VS-KTL-ST,Stovetop Kettle,6,69.0,0.45,227.7
#90598,2025-04-02,Shopify,VS-CB-MAP,Maple Cutting Board,1,58.0,0.0,58.0
#90598,2025-04-02,Shopify,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.0,118.0
#90599,2025-04-01,Wholesale,VS-CB-WAL,Walnut Cutting Board,24,68.0,0.45,897.6
#90599,2025-04-01,Wholesale,VS-CB-MAP,Maple Cutting Board,12,58.0,0.45,382.8
#90600,2025-04-13,Shopify,VS-UTN-SET,6-Piece Utensil Set,1,59.0,0.15,50.15
#90600,2025-04-13,Shopify,VS-KNF-CHEF,8in Chef Knife,3,65.0,0.0,195.0
#90601,2025-04-20,Amazon,VS-CB-WAL,Walnut Cutting Board,1,68.0,0.0,68.0
#90601,2025-04-20,Amazon,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#90602,2025-04-13,Shopify,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90603,2025-04-29,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.0,39.0
#90604,2025-04-24,Shopify,VS-CB-WAL,Walnut Cutting Board,2,68.0,0.0,136.0
#90605,2025-04-10,Shopify,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.0,258.0
#90605,2025-04-10,Shopify,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90605,2025-04-10,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),1,39.0,0.0,39.0
#90606,2025-04-30,Shopify,VS-KTL-ST,Stovetop Kettle,1,69.0,0.0,69.0
#90606,2025-04-30,Shopify,VS-BAK-SHT,Half Sheet Baking Pan (2pk),2,39.0,0.0,78.0
#90606,2025-04-30,Shopify,VS-CB-WAL,Walnut Cutting Board,3,68.0,0.0,204.0
#90606,2025-04-30,Shopify,VS-ST-3QT,3qt Stainless Saucepan,2,74.0,0.0,148.0
#90607,2025-04-04,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#90608,2025-04-14,Shopify,VS-ST-8QT,8qt Stainless Stockpot,2,129.0,0.0,258.0
#90609,2025-04-08,Shopify,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.1,58.5
#90610,2025-04-08,Shopify,VS-KNF-SET5,5-Piece Knife Set,2,189.0,0.0,378.0
#90611,2025-04-30,Shopify,VS-KNF-CHEF,8in Chef Knife,1,65.0,0.0,65.0
#90611,2025-04-30,Shopify,VS-KNF-SET5,5-Piece Knife Set,1,189.0,0.0,189.0
#90611,2025-04-30,Shopify,VS-CI-10,10in Cast Iron Skillet,2,79.0,0.0,158.0
#90612,2025-04-27,Shopify,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.0,118.0
#90613,2025-04-21,Shopify,VS-UTN-SET,6-Piece Utensil Set,2,59.0,0.15,100.3
#90613,2025-04-21,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.0,74.0
#90613,2025-04-21,Shopify,VS-ST-3QT,3qt Stainless Saucepan,1,74.0,0.1,66.6
#90614,2025-04-05,Shopify,VS-ST-8QT,8qt Stainless Stockpot,1,129.0,0.0,129.0
#90615,2025-04-29,Shopify,VS-KNF-CHEF,8in Chef Knife,3,65.0,0.0,195.0
