Date,Entity,TxnType,DocNum,Name,Memo,Account,AccountName,Debit,Credit,Source
2025-05-20,Verve Supply Co.,Bill,BILL-9108,Pacific Fulfillment LLC,,510,Freight & Shipping (COGS),11054.81,0.0,
2025-05-20,Verve Supply Co.,Bill,BILL-9104,Bright Packaging,,500,Cost of Goods Sold,4560.41,0.0,
2025-05-24,Verve Supply Co.,Payment,PMT-9020,Wholesale Customers,Wholesale AR collections,090,Mercury Business Checking,125569.58,0.0,
2025-05-24,Verve Supply Co.,Payment,PMT-9020,Wholesale Customers,Wholesale AR collections,110,Accounts Receivable,0.0,125569.58,
2025-05-26,Verve Supply Co.,Bill,BILL-9110,"Pacific Fulfillment, LLC",,200,Accounts Payable,0.0,9582.12,
2025-05-26,Verve Supply Co.,Bill,BILL-9110,"Pacific Fulfillment, LLC",,510,Freight & Shipping (COGS),9582.12,0.0,
2025-05-27,Verve Supply Co.,Journal,COGS-9020,,Est. COGS @ 34% of rev (rule of thumb),500,Cost of Goods Sold,123586.53,0.0,
2025-05-27,Verve Supply Co.,Journal,DEP-4,,Monthly depreciation,165,Accumulated Depreciation,0.0,1346.74,
2025-05-27,Verve Supply Co.,Journal,COGS-9020,,Est. COGS @ 34% of rev (rule of thumb),120,Inventory Asset,0.0,123586.53,
2025-05-27,Verve Supply Co.,Journal,FEE-9020,Shopify/Stripe,Processing fees,520,Merchant Processing Fees (COGS),11268.18,0.0,
2025-05-27,Verve Supply Co.,Journal,FEE-9020,Shopify/Stripe,Processing fees,091,Stripe/Shopify Payments Clearing,0.0,11268.18,
2025-05-27,Verve Supply Co.,Journal,DEP-4,,Monthly depreciation,800,Depreciation,1346.74,0.0,
2025-06-01,Verve Supply Co.,Bill,BILL-9116,Meta Platforms,,200,Accounts Payable,0.0,9915.53,
2025-06-01,Verve Supply Co.,Journal,JE-MANUAL-5-18,Priya Natarajan,reverse prior entry,750,Miscellaneous Expense,7374.98,0.0,"Manual, no attachment"
2025-06-01,Verve Supply Co.,Journal,JE-MANUAL-5-18,Priya Natarajan,reverse prior entry,120,Inventory Asset,0.0,7374.98,"Manual, no attachment"
2025-06-01,Verve Supply Co.,Bill,BILL-9116,Meta Platforms,,651,Advertising - Paid Search,9915.53,0.0,
2025-06-02,Verve Supply Co.,Journal,COGS-9024,,Est. COGS @ 34% of rev (rule of thumb),120,Inventory Asset,0.0,139967.61,
2025-06-02,Verve Supply Co.,Journal,FEE-9024,Shopify/Stripe,Processing fees,520,Merchant Processing Fees (COGS),12761.75,0.0,
2025-06-02,Verve Supply Co.,Journal,COGS-9024,,Est. COGS @ 34% of rev (rule of thumb),500,Cost of Goods Sold,139967.61,0.0,
2025-06-02,Verve Supply Co.,Journal,FEE-9024,Shopify/Stripe,Processing fees,091,Stripe/Shopify Payments Clearing,0.0,12761.75,
2025-06-03,Verve Supply Co.,Bill,BILL-9117,Bright Packaging Co,,200,Accounts Payable,0.0,4610.36,
2025-06-03,Verve Supply Co.,Bill,BILL-9117,Bright Packaging Co,,500,Cost of Goods Sold,4610.36,0.0,
2025-06-04,Verve Supply Co.,Sales,SO-9022,Amazon,Monthly sales summary,401,Sales - Amazon,0.0,78660.05,
2025-06-04,Verve Supply Co.,Sales,SO-9022,Amazon,Monthly sales summary,091,Stripe/Shopify Payments Clearing,78660.05,0.0,
2025-06-05,Verve Supply Co.,Journal,JE-MANUAL-5-20,Jenna Ruiz,plug to match bank,140,Prepaid Expenses,10724.14,0.0,"Manual, no attachment"
2025-06-05,Verve Supply Co.,Journal,JE-MANUAL-5-20,Jenna Ruiz,plug to match bank,110,Accounts Receivable,0.0,10724.14,"Manual, no attachment"
2025-06-09,Verve Supply Co.,Bill,BILL-9115,Pacific Fulfillment LLC,,510,Freight & Shipping (COGS),12149.11,0.0,
2025-06-09,Verve Supply Co.,Bill,BILL-9115,Pacific Fulfillment LLC,,200,Accounts Payable,0.0,12149.11,
2025-06-10,Verve Supply Co.,Bill,BILL-9124,Acme Corp,,200,Accounts Payable,0.0,11279.85,
2025-06-10,Verve Supply Co.,Bill,BILL-9124,Acme Corp,,500,Cost of Goods Sold,11279.85,0.0,
2025-06-13,Verve Supply Co.,Bill,BILL-9121,UPS,,510,Freight & Shipping (COGS),952.78,0.0,
2025-06-13,Verve Supply Co.,Bill,BILL-9121,UPS,,200,Accounts Payable,0.0,952.78,
2025-06-15,Verve Supply Co.,Bill,BILL-9120,Acme Corporation,,200,Accounts Payable,0.0,9510.07,
2025-06-15,Verve Supply Co.,Bill,BILL-9120,Acme Corporation,,500,Cost of Goods Sold,9510.07,0.0,
2025-06-16,Verve Supply Co.,Bill,BILL-9113,ShipBob,,200,Accounts Payable,0.0,2809.66,
2025-06-16,Verve Supply Co.,Bill,BILL-9113,ShipBob,,510,Freight & Shipping (COGS),2809.66,0.0,
2025-06-19,Verve Supply Co.,Sales,SO-9023,Wholesale,Monthly sales summary,110,Accounts Receivable,194320.5,0.0,
2025-06-19,Verve Supply Co.,Sales,SO-9023,Wholesale,Monthly sales summary,402,Sales - Wholesale,0.0,194320.5,
2025-06-20,Verve Supply Co.,Journal,PR-9054,Gusto Payroll,G&A payroll,602,Payroll - G&A,38800.0,0.0,
2025-06-20,Verve Supply Co.,Journal,PR-9054,Gusto Payroll,Payroll taxes,610,Payroll Taxes & Benefits,28329.9,0.0,
2025-06-20,Verve Supply Co.,Journal,PR-9054,Gusto Payroll,Payroll clearing,090,Mercury Business Checking,0.0,161646.62,
2025-06-20,Verve Supply Co.,Journal,PR-9054,Gusto Payroll,Marketing & CS payroll,601,Payroll - Marketing & CS,49466.7,0.0,
2025-06-20,Verve Supply Co.,Journal,PR-9054,Gusto Payroll,Warehouse & Ops payroll,600,Payroll - Warehouse & Ops,45050.02,0.0,
2025-06-24,Verve Supply Co.,Sales,SO-9021,Shopify,Monthly sales summary,091,Stripe/Shopify Payments Clearing,138688.9,0.0,
2025-06-24,Verve Supply Co.,Sales,SO-9021,Shopify,Monthly sales summary,400,Sales - Online (Shopify),0.0,138688.9,
2025-06-25,Verve Supply Co.,Journal,IC-6,Northbridge Collective,Intercompany interest,250,Due to Northbridge Collective (Intercompany),0.0,4450.49,
2025-06-25,Verve Supply Co.,Journal,IC-6,Northbridge Collective,Intercompany interest,900,Interest Expense,4450.49,0.0,
2025-06-25,Verve Supply Co.,Bill,BILL-9122,Acme Corporation,,200,Accounts Payable,0.0,19596.47,
2025-06-25,Verve Supply Co.,Bill,BILL-9122,Acme Corporation,,500,Cost of Goods Sold,19596.47,0.0,
2025-06-26,Verve Supply Co.,Bill,BILL-9119,Grainger,,680,Office Supplies,1184.8,0.0,
2025-06-26,Verve Supply Co.,Payment,PMT-9024,Wholesale Customers,Wholesale AR collections,110,Accounts Receivable,0.0,180670.58,
2025-06-26,Verve Supply Co.,Bill,BILL-9123,ACME Corp.,,500,Cost of Goods Sold,23792.49,0.0,
2025-06-26,Verve Supply Co.,Payment,PMT-9024,Wholesale Customers,Wholesale AR collections,090,Mercury Business Checking,180670.58,0.0,
2025-06-26,Verve Supply Co.,Bill,BILL-9118,Meta Platforms,,650,Advertising - Paid Social,4076.88,0.0,
2025-06-26,Verve Supply Co.,Bill,BILL-9123,ACME Corp.,,200,Accounts Payable,0.0,23792.49,
2025-06-26,Verve Supply Co.,Bill,BILL-9119,Grainger,,200,Accounts Payable,0.0,1184.8,
2025-06-26,Verve Supply Co.,Bill,BILL-9118,Meta Platforms,,200,Accounts Payable,0.0,4076.88,
2025-06-27,Verve Supply Co.,Journal,DEP-5,,Monthly depreciation,800,Depreciation,1373.65,0.0,
2025-06-27,Verve Supply Co.,Journal,DEP-5,,Monthly depreciation,165,Accumulated Depreciation,0.0,1373.65,
2025-06-27,Verve Supply Co.,Bill,BILL-9114,acme corp,,500,Cost of Goods Sold,12059.11,0.0,
2025-06-27,Verve Supply Co.,Bill,BILL-9114,acme corp,,200,Accounts Payable,0.0,12059.11,
2025-06-28,Verve Supply Co.,Bill,BILL-9112,"Pacific Fulfillment, LLC",,200,Accounts Payable,0.0,4505.39,
2025-06-28,Verve Supply Co.,Bill,BILL-9112,"Pacific Fulfillment, LLC",,510,Freight & Shipping (COGS),4505.39,0.0,
2025-06-29,Verve Supply Co.,Transfer,SWEEP-9024,Shopify Payouts,Payout swept to bank,091,Stripe/Shopify Payments Clearing,0.0,210611.13,
2025-06-29,Verve Supply Co.,Transfer,SWEEP-9024,Shopify Payouts,Payout swept to bank,090,Mercury Business Checking,210611.13,0.0,
2025-06-30,Verve Supply Co.,Bill,BILL-9111,"Pacific Fulfillment, LLC",,200,Accounts Payable,0.0,8802.85,
2025-06-30,Verve Supply Co.,Bill,BILL-9111,"Pacific Fulfillment, LLC",,510,Freight & Shipping (COGS),8802.85,0.0,
2025-07-05,Verve Supply Co.,Transfer,SWEEP-9028,Shopify Payouts,Payout swept to bank,091,Stripe/Shopify Payments Clearing,0.0,212929.51,
2025-07-05,Verve Supply Co.,Bill,BILL-9132,Grainger,,200,Accounts Payable,0.0,1156.78,
2025-07-05,Verve Supply Co.,Transfer,SWEEP-9028,Shopify Payouts,Payout swept to bank,090,Mercury Business Checking,212929.51,0.0,
2025-07-05,Verve Supply Co.,Bill,BILL-9132,Grainger,,680,Office Supplies,1156.78,0.0,
2025-07-09,Verve Supply Co.,Journal,FEE-9028,Shopify/Stripe,Processing fees,520,Merchant Processing Fees (COGS),11672.67,0.0,
2025-07-09,Verve Supply Co.,Journal,FEE-9028,Shopify/Stripe,Processing fees,091,Stripe/Shopify Payments Clearing,0.0,11672.67,
2025-07-09,Verve Supply Co.,Journal,COGS-9028,,Est. COGS @ 34% of rev (rule of thumb),500,Cost of Goods Sold,128022.82,0.0,
2025-07-09,Verve Supply Co.,Journal,COGS-9028,,Est. COGS @ 34% of rev (rule of thumb),120,Inventory Asset,0.0,128022.82,
2025-07-10,Verve Supply Co.,Bill,BILL-9125,Bright Packaging Co,,200,Accounts Payable,0.0,2112.36,
2025-07-10,Verve Supply Co.,Bill,BILL-9125,Bright Packaging Co,,500,Cost of Goods Sold,2112.36,0.0,
2025-07-11,Verve Supply Co.,Journal,JE-MANUAL-6-22,Priya Natarajan,misc adj,140,Prepaid Expenses,3480.51,0.0,"Manual, no attachment"
2025-07-11,Verve Supply Co.,Journal,JE-MANUAL-6-22,Priya Natarajan,misc adj,120,Inventory Asset,0.0,3480.51,"Manual, no attachment"
2025-07-13,Verve Supply Co.,Sales,SO-9025,Shopify,Monthly sales summary,400,Sales - Online (Shopify),0.0,145854.7,
2025-07-13,Verve Supply Co.,Bill,BILL-9133,Pacific Fulfillment,,510,Freight & Shipping (COGS),11970.11,0.0,
2025-07-13,Verve Supply Co.,Bill,BILL-9131,Uline,,200,Accounts Payable,0.0,1372.13,
2025-07-13,Verve Supply Co.,Bill,BILL-9131,Uline,,680,Office Supplies,1372.13,0.0,
2025-07-13,Verve Supply Co.,Bill,BILL-9133,Pacific Fulfillment,,200,Accounts Payable,0.0,11970.11,
2025-07-13,Verve Supply Co.,Sales,SO-9025,Shopify,Monthly sales summary,091,Stripe/Shopify Payments Clearing,145854.7,0.0,
2025-07-14,Verve Supply Co.,Sales,SO-9027,Wholesale,Monthly sales summary,110,Accounts Receivable,156796.2,0.0,
2025-07-14,Verve Supply Co.,Sales,SO-9027,Wholesale,Monthly sales summary,402,Sales - Wholesale,0.0,156796.2,
2025-07-15,Verve Supply Co.,Sales,SO-9026,Amazon,Monthly sales summary,401,Sales - Amazon,0.0,73886.8,
2025-07-15,Verve Supply Co.,Sales,SO-9026,Amazon,Monthly sales summary,091,Stripe/Shopify Payments Clearing,73886.8,0.0,
2025-07-16,Verve Supply Co.,Payment,PMT-9028,Wholesale Customers,Wholesale AR collections,090,Mercury Business Checking,133899.09,0.0,
2025-07-16,Verve Supply Co.,Payment,PMT-9028,Wholesale Customers,Wholesale AR collections,110,Accounts Receivable,0.0,133899.09,
2025-07-18,Verve Supply Co.,Bill,BILL-9126,FedEx,,510,Freight & Shipping (COGS),889.66,0.0,
2025-07-18,Verve Supply Co.,Bill,BILL-9126,FedEx,,200,Accounts Payable,0.0,889.66,
2025-07-20,Verve Supply Co.,Journal,PR-9055,Gusto Payroll,Marketing & CS payroll,601,Payroll - Marketing & CS,49466.7,0.0,
2025-07-20,Verve Supply Co.,Journal,PR-9055,Gusto Payroll,Warehouse & Ops payroll,600,Payroll - Warehouse & Ops,45050.02,0.0,
2025-07-20,Verve Supply Co.,Journal,PR-9055,Gusto Payroll,G&A payroll,602,Payroll - G&A,38800.0,0.0,
2025-07-20,Verve Supply Co.,Journal,PR-9055,Gusto Payroll,Payroll clearing,090,Mercury Business Checking,0.0,161646.62,
2025-07-20,Verve Supply Co.,Journal,PR-9055,Gusto Payroll,Payroll taxes,610,Payroll Taxes & Benefits,28329.9,0.0,
2025-07-20,Verve Supply Co.,Bill,BILL-9128,Bright Packaging,,500,Cost of Goods Sold,3307.28,0.0,
2025-07-20,Verve Supply Co.,Bill,BILL-9128,Bright Packaging,,200,Accounts Payable,0.0,3307.28,
2025-07-24,Verve Supply Co.,Bill,BILL-9129,Pacific Fulfillment LLC,,510,Freight & Shipping (COGS),8055.53,0.0,
2025-07-24,Verve Supply Co.,Bill,BILL-9129,Pacific Fulfillment LLC,,200,Accounts Payable,0.0,8055.53,
2025-07-27,Verve Supply Co.,Journal,DEP-6,,Monthly depreciation,800,Depreciation,1332.55,0.0,
2025-07-27,Verve Supply Co.,Journal,DEP-6,,Monthly depreciation,165,Accumulated Depreciation,0.0,1332.55,
2025-07-28,Verve Supply Co.,Journal,JE-MANUAL-6-24,Priya Natarajan,reverse prior entry,120,Inventory Asset,0.0,2288.62,"Manual, no attachment"
2025-07-28,Verve Supply Co.,Bill,BILL-9127,Acme Corporation,,500,Cost of Goods Sold,22163.16,0.0,
2025-07-28,Verve Supply Co.,Bill,BILL-9127,Acme Corporation,,200,Accounts Payable,0.0,22163.16,
2025-07-28,Verve Supply Co.,Journal,JE-MANUAL-6-24,Priya Natarajan,reverse prior entry,120,Inventory Asset,2288.62,0.0,"Manual, no attachment"
2025-07-31,Verve Supply Co.,Bill,BILL-9130,Pacific Fulfillment LLC,,510,Freight & Shipping (COGS),10356.71,0.0,
2025-07-31,Verve Supply Co.,Bill,BILL-9130,Pacific Fulfillment LLC,,200,Accounts Payable,0.0,10356.71,
2025-08-02,Verve Supply Co.,Journal,JE-MANUAL-7-28,Priya Natarajan,per CEO request,120,Inventory Asset,7481.96,0.0,"Manual, no attachment"
2025-08-02,Verve Supply Co.,Journal,JE-MANUAL-7-28,Priya Natarajan,per CEO request,750,Miscellaneous Expense,0.0,7481.96,"Manual, no attachment"
2025-08-04,Verve Supply Co.,Sales,SO-9030,Amazon,Monthly sales summary,401,Sales - Amazon,0.0,82031.9,
2025-08-04,Verve Supply Co.,Sales,SO-9030,Amazon,Monthly sales summary,091,Stripe/Shopify Payments Clearing,82031.9,0.0,
2025-08-05,Verve Supply Co.,Bill,BILL-9136,acme corp,,500,Cost of Goods Sold,31815.29,0.0,
2025-08-05,Verve Supply Co.,Bill,BILL-9136,acme corp,,200,Accounts Payable,0.0,31815.29,
2025-08-07,Verve Supply Co.,Bill,BILL-9137,Pacific Fulfillment,,200,Accounts Payable,0.0,10180.29,
2025-08-07,Verve Supply Co.,Bill,BILL-9137,Pacific Fulfillment,,510,Freight & Shipping (COGS),10180.29,0.0,
2025-08-09,Verve Supply Co.,Journal,COGS-9032,,Est. COGS @ 34% of rev (rule of thumb),500,Cost of Goods Sold,148989.5,0.0,
2025-08-09,Verve Supply Co.,Journal,COGS-9032,,Est. COGS @ 34% of rev (rule of thumb),120,Inventory Asset,0.0,148989.5,
2025-08-09,Verve Supply Co.,Journal,FEE-9032,Shopify/Stripe,Processing fees,520,Merchant Processing Fees (COGS),13584.34,0.0,
2025-08-09,Verve Supply Co.,Journal,FEE-9032,Shopify/Stripe,Processing fees,091,Stripe/Shopify Payments Clearing,0.0,13584.34,
2025-08-10,Verve Supply Co.,Bill,BILL-9143,ShipBob,,200,Accounts Payable,0.0,1384.37,
2025-08-10,Verve Supply Co.,Bill,BILL-9142,acme corp,,500,Cost of Goods Sold,9675.81,0.0,
2025-08-10,Verve Supply Co.,Bill,BILL-9142,acme corp,,200,Accounts Payable,0.0,9675.81,
2025-08-10,Verve Supply Co.,Bill,BILL-9143,ShipBob,,510,Freight & Shipping (COGS),1384.37,0.0,
2025-08-10,Verve Supply Co.,Bill,BILL-9141,ShipBob,,200,Accounts Payable,0.0,2086.22,
2025-08-10,Verve Supply Co.,Bill,BILL-9141,ShipBob,,510,Freight & Shipping (COGS),2086.22,0.0,
2025-08-14,Verve Supply Co.,Bill,BILL-9140,BRIGHT PACKAGING CO.,,200,Accounts Payable,0.0,1369.9,
2025-08-14,Verve Supply Co.,Bill,BILL-9140,BRIGHT PACKAGING CO.,,500,Cost of Goods Sold,1369.9,0.0,
2025-08-16,Verve Supply Co.,Sales,SO-9029,Shopify,Monthly sales summary,400,Sales - Online (Shopify),0.0,144025.4,
2025-08-16,Verve Supply Co.,Sales,SO-9029,Shopify,Monthly sales summary,091,Stripe/Shopify Payments Clearing,144025.4,0.0,
2025-08-18,Verve Supply Co.,Bill,BILL-9134,Klaviyo,,200,Accounts Payable,0.0,8800.44,
2025-08-18,Verve Supply Co.,Bill,BILL-9134,Klaviyo,,660,Software & Subscriptions,8800.44,0.0,
2025-08-20,Verve Supply Co.,Journal,PR-9056,Gusto Payroll,Payroll clearing,090,Mercury Business Checking,0.0,166031.82,
2025-08-20,Verve Supply Co.,Journal,PR-9056,Gusto Payroll,Marketing & CS payroll,601,Payroll - Marketing & CS,49466.7,0.0,
2025-08-20,Verve Supply Co.,Journal,PR-9056,Gusto Payroll,Warehouse & Ops payroll,600,Payroll - Warehouse & Ops,48666.68,0.0,
2025-08-20,Verve Supply Co.,Journal,PR-9056,Gusto Payroll,G&A payroll,602,Payroll - G&A,38800.0,0.0,
2025-08-20,Verve Supply Co.,Journal,PR-9056,Gusto Payroll,Payroll taxes,610,Payroll Taxes & Benefits,29098.44,0.0,
2025-08-21,Verve Supply Co.,Journal,JE-MANUAL-7-26,Jenna Ruiz,clean up,750,Miscellaneous Expense,0.0,1581.15,"Manual, no attachment"
2025-08-21,Verve Supply Co.,Transfer,SWEEP-9032,Shopify Payouts,Payout swept to bank,091,Stripe/Shopify Payments Clearing,0.0,219049.52,
2025-08-21,Verve Supply Co.,Transfer,SWEEP-9032,Shopify Payouts,Payout swept to bank,090,Mercury Business Checking,219049.52,0.0,
2025-08-21,Verve Supply Co.,Journal,JE-MANUAL-7-26,Jenna Ruiz,clean up,120,Inventory Asset,1581.15,0.0,"Manual, no attachment"
2025-08-22,Verve Supply Co.,Sales,SO-9031,Wholesale,Monthly sales summary,110,Accounts Receivable,212147.1,0.0,
2025-08-22,Verve Supply Co.,Sales,SO-9031,Wholesale,Monthly sales summary,402,Sales - Wholesale,0.0,212147.1,
2025-08-23,Verve Supply Co.,Journal,JE-MANUAL-7-30,Jenna Ruiz,per Sarah,120,Inventory Asset,1048.84,0.0,"Manual, no attachment"
2025-08-23,Verve Supply Co.,Journal,JE-MANUAL-7-30,Jenna Ruiz,per Sarah,110,Accounts Receivable,0.0,1048.84,"Manual, no attachment"
2025-08-27,Verve Supply Co.,Journal,DEP-7,,Monthly depreciation,800,Depreciation,1381.67,0.0,
2025-08-27,Verve Supply Co.,Journal,DEP-7,,Monthly depreciation,165,Accumulated Depreciation,0.0,1381.67,
2025-08-27,Verve Supply Co.,Payment,PMT-9032,Wholesale Customers,Wholesale AR collections,110,Accounts Receivable,0.0,169680.69,
2025-08-27,Verve Supply Co.,Payment,PMT-9032,Wholesale Customers,Wholesale AR collections,090,Mercury Business Checking,169680.69,0.0,
2025-08-28,Verve Supply Co.,Bill,BILL-9135,Bright Packaging,,500,Cost of Goods Sold,2730.95,0.0,
2025-08-28,Verve Supply Co.,Bill,BILL-9139,ACME Corp.,,500,Cost of Goods Sold,39977.31,0.0,
2025-08-28,Verve Supply Co.,Bill,BILL-9135,Bright Packaging,,200,Accounts Payable,0.0,2730.95,
2025-08-28,Verve Supply Co.,Bill,BILL-9139,ACME Corp.,,200,Accounts Payable,0.0,39977.31,
2025-08-31,Verve Supply Co.,Bill,BILL-9138,Bright Packaging Co,,500,Cost of Goods Sold,3362.44,0.0,
2025-08-31,Verve Supply Co.,Bill,BILL-9138,Bright Packaging Co,,200,Accounts Payable,0.0,3362.44,
2025-09-01,Verve Supply Co.,Transfer,SWEEP-9036,Shopify Payouts,Payout swept to bank,091,Stripe/Shopify Payments Clearing,0.0,214100.99,
2025-09-01,Verve Supply Co.,Bill,BILL-9154,Pacific Fulfillment,,510,Freight & Shipping (COGS),12087.57,0.0,
2025-09-01,Verve Supply Co.,Bill,BILL-9154,Pacific Fulfillment,,200,Accounts Payable,0.0,12087.57,
2025-09-01,Verve Supply Co.,Transfer,SWEEP-9036,Shopify Payouts,Payout swept to bank,090,Mercury Business Checking,214100.99,0.0,
2025-09-02,Verve Supply Co.,Bill,BILL-9145,Pacific Fulfillment,,200,Accounts Payable,0.0,7843.08,
2025-09-02,Verve Supply Co.,Bill,BILL-9145,Pacific Fulfillment,,510,Freight & Shipping (COGS),7843.08,0.0,
2025-09-02,Verve Supply Co.,Sales,SO-9035,Wholesale,Monthly sales summary,402,Sales - Wholesale,0.0,218443.5,
2025-09-02,Verve Supply Co.,Sales,SO-9035,Wholesale,Monthly sales summary,110,Accounts Receivable,218443.5,0.0,
2025-09-05,Verve Supply Co.,Bill,BILL-9149,Pacific Fulfillment LLC,,200,Accounts Payable,0.0,5414.04,
2025-09-05,Verve Supply Co.,Bill,BILL-9149,Pacific Fulfillment LLC,,510,Freight & Shipping (COGS),5414.04,0.0,
2025-09-06,Verve Supply Co.,Bill,BILL-9146,BRIGHT PACKAGING CO.,,500,Cost of Goods Sold,4877.84,0.0,
2025-09-06,Verve Supply Co.,Bill,BILL-9152,Bright Packaging Co,,200,Accounts Payable,0.0,3333.47,
2025-09-06,Verve Supply Co.,Bill,BILL-9146,BRIGHT PACKAGING CO.,,200,Accounts Payable,0.0,4877.84,
2025-09-06,Verve Supply Co.,Bill,BILL-9152,Bright Packaging Co,,500,Cost of Goods Sold,3333.47,0.0,
2025-09-07,Verve Supply Co.,Journal,FEE-9036,Shopify/Stripe,Processing fees,091,Stripe/Shopify Payments Clearing,0.0,13621.21,
2025-09-07,Verve Supply Co.,Journal,FEE-9036,Shopify/Stripe,Processing fees,520,Merchant Processing Fees (COGS),13621.21,0.0,
2025-09-07,Verve Supply Co.,Journal,COGS-9036,,Est. COGS @ 34% of rev (rule of thumb),500,Cost of Goods Sold,149393.94,0.0,
2025-09-07,Verve Supply Co.,Journal,COGS-9036,,Est. COGS @ 34% of rev (rule of thumb),120,Inventory Asset,0.0,149393.94,
2025-09-08,Verve Supply Co.,Bill,BILL-9147,Uline,,200,Accounts Payable,0.0,1355.18,
2025-09-08,Verve Supply Co.,Bill,BILL-9147,Uline,,680,Office Supplies,1355.18,0.0,
2025-09-10,Verve Supply Co.,Payment,PMT-9036,Wholesale Customers,Wholesale AR collections,090,Mercury Business Checking,199304.3,0.0,
2025-09-10,Verve Supply Co.,Payment,PMT-9036,Wholesale Customers,Wholesale AR collections,110,Accounts Receivable,0.0,199304.3,
2025-09-11,Verve Supply Co.,Sales,SO-9033,Shopify,Monthly sales summary,400,Sales - Online (Shopify),0.0,143822.9,
2025-09-11,Verve Supply Co.,Sales,SO-9033,Shopify,Monthly sales summary,091,Stripe/Shopify Payments Clearing,143822.9,0.0,
2025-09-13,Verve Supply Co.,Bill,BILL-9144,BRIGHT PACKAGING CO.,,500,Cost of Goods Sold,3659.62,0.0,
2025-09-13,Verve Supply Co.,Bill,BILL-9144,BRIGHT PACKAGING CO.,,200,Accounts Payable,0.0,3659.62,
2025-09-16,Verve Supply Co.,Journal,JE-MANUAL-8-34,Priya Natarajan,temp - revisit,750,Miscellaneous Expense,3808.93,0.0,"Manual, no attachment"
2025-09-16,Verve Supply Co.,Journal,JE-MANUAL-8-34,Priya Natarajan,temp - revisit,120,Inventory Asset,0.0,3808.93,"Manual, no attachment"
2025-09-20,Verve Supply Co.,Journal,PR-9057,Gusto Payroll,G&A payroll,602,Payroll - G&A,38800.0,0.0,
2025-09-20,Verve Supply Co.,Journal,PR-9057,Gusto Payroll,Payroll taxes,610,Payroll Taxes & Benefits,29098.44,0.0,
2025-09-20,Verve Supply Co.,Journal,PR-9057,Gusto Payroll,Payroll clearing,090,Mercury Business Checking,0.0,166031.82,
2025-09-20,Verve Supply Co.,Journal,PR-9057,Gusto Payroll,Marketing & CS payroll,601,Payroll - Marketing & CS,49466.7,0.0,
2025-09-20,Verve Supply Co.,Journal,PR-9057,Gusto Payroll,Warehouse & Ops payroll,600,Payroll - Warehouse & Ops,48666.68,0.0,
2025-09-21,Verve Supply Co.,Bill,BILL-9150,USPS,,200,Accounts Payable,0.0,3135.46,
2025-09-21,Verve Supply Co.,Bill,BILL-9150,USPS,,510,Freight & Shipping (COGS),3135.46,0.0,
2025-09-23,Verve Supply Co.,Journal,JE-MANUAL-8-32,Priya Natarajan,adj per bank rec,120,Inventory Asset,4073.46,0.0,"Manual, no attachment"
2025-09-23,Verve Supply Co.,Journal,JE-MANUAL-8-32,Priya Natarajan,adj per bank rec,120,Inventory Asset,0.0,4073.46,"Manual, no attachment"
2025-09-25,Verve Supply Co.,Journal,IC-9,Northbridge Collective,Intercompany interest,900,Interest Expense,4349.22,0.0,
2025-09-25,Verve Supply Co.,Journal,IC-9,Northbridge Collective,Intercompany interest,250,Due to Northbridge Collective (Intercompany),0.0,4349.22,
2025-09-25,Verve Supply Co.,Sales,SO-9034,Amazon,Monthly sales summary,401,Sales - Amazon,0.0,77127.55,
2025-09-25,Verve Supply Co.,Sales,SO-9034,Amazon,Monthly sales summary,091,Stripe/Shopify Payments Clearing,77127.55,0.0,
2025-09-26,Verve Supply Co.,Journal,JE-MANUAL-8-36,Priya Natarajan,reverse prior entry,750,Miscellaneous Expense,6019.43,0.0,"Manual, no attachment"
2025-09-26,Verve Supply Co.,Journal,JE-MANUAL-8-36,Priya Natarajan,reverse prior entry,120,Inventory Asset,0.0,6019.43,"Manual, no attachment"
2025-09-26,Verve Supply Co.,Bill,BILL-9153,ACME Corp.,,200,Accounts Payable,0.0,29445.64,
2025-09-26,Verve Supply Co.,Bill,BILL-9153,ACME Corp.,,500,Cost of Goods Sold,29445.64,0.0,
2025-09-27,Verve Supply Co.,Journal,DEP-8,,Monthly depreciation,165,Accumulated Depreciation,0.0,1369.79,
2025-09-27,Verve Supply Co.,Bill,BILL-9156,BRIGHT PACKAGING CO.,,200,Accounts Payable,0.0,2145.94,
2025-09-27,Verve Supply Co.,Bill,BILL-9156,BRIGHT PACKAGING CO.,,500,Cost of Goods Sold,2145.94,0.0,
2025-09-27,Verve Supply Co.,Journal,DEP-8,,Monthly depreciation,800,Depreciation,1369.79,0.0,
2025-09-28,Verve Supply Co.,Bill,BILL-9155,Pacific Fulfillment,,200,Accounts Payable,0.0,8657.19,
2025-09-28,Verve Supply Co.,Bill,BILL-9155,Pacific Fulfillment,,510,Freight & Shipping (COGS),8657.19,0.0,
2025-09-30,Verve Supply Co.,Bill,BILL-9151,Grainger,,200,Accounts Payable,0.0,331.34,
2025-09-30,Verve Supply Co.,Bill,BILL-9148,Meta Ads,,651,Advertising - Paid Search,8624.65,0.0,
2025-09-30,Verve Supply Co.,Bill,BILL-9148,Meta Ads,,200,Accounts Payable,0.0,8624.65,
2025-09-30,Verve Supply Co.,Bill,BILL-9151,Grainger,,680,Office Supplies,331.34,0.0,
