Date,Entity,TxnType,DocNum,Name,Memo,Account,AccountName,Debit,Credit,Class,Source
2025-04-28,"Northbridge Software, Inc.",Journal,PR-5028,ADP Payroll,Payroll taxes & benefits,6100,Payroll Taxes & Benefits,111687.5,0.0,,
2025-04-28,"Northbridge Software, Inc.",Journal,PR-5028,ADP Payroll,G&A payroll,6020,Salaries & Wages - G&A,72116.68,0.0,,
2025-04-28,"Northbridge Software, Inc.",Journal,PR-5028,ADP Payroll,Engineering payroll,6000,Salaries & Wages - Engineering,187325.02,0.0,,
2025-04-28,"Northbridge Software, Inc.",Journal,PR-5028,ADP Payroll,Customer Support payroll,5010,Customer Support Payroll (COGS),39308.34,0.0,,
2025-04-28,"Northbridge Software, Inc.",Journal,DEP-3,,Monthly depreciation,1510,Accumulated Depreciation,0.0,1803.03,,
2025-04-28,"Northbridge Software, Inc.",Journal,PR-5028,ADP Payroll,Sales & Marketing payroll,6010,Salaries & Wages - Sales & Marketing,98008.34,0.0,,
2025-04-28,"Northbridge Software, Inc.",Journal,PR-5028,ADP Payroll,Payroll clearing to bank,1000,Chase Business Checking,0.0,508445.88,,
2025-04-28,"Northbridge Software, Inc.",Journal,DEP-3,,Monthly depreciation,7000,Depreciation Expense,1803.03,0.0,,
2025-04-29,"Northbridge Software, Inc.",Journal,JE-MANUAL-3-14,Jenna Ruiz,per CEO request,3900,Retained Earnings,0.0,5399.08,,"Manual, no attachment"
2025-04-29,"Northbridge Software, Inc.",Journal,JE-MANUAL-3-14,Jenna Ruiz,per CEO request,2400,Accrued Expenses,5399.08,0.0,,"Manual, no attachment"
2025-04-29,"Northbridge Software, Inc.",Bill,BILL-5008,Amazon Web Services,Hosting,2000,Accounts Payable,0.0,42586.72,,
2025-05-02,"Northbridge Software, Inc.",Bill,BILL-5112,Sterling & Voss LLP (Legal),,2000,Accounts Payable,0.0,3557.91,,
2025-05-02,"Northbridge Software, Inc.",Bill,BILL-5112,Sterling & Voss LLP (Legal),,6800,Professional Fees,3557.91,0.0,,
2025-05-03,"Northbridge Software, Inc.",Bill,BILL-5096,Austin Commercial Properties LLC,,2000,Accounts Payable,0.0,14465.31,,
2025-05-03,"Northbridge Software, Inc.",Bill,BILL-5096,Austin Commercial Properties LLC,,6700,Rent Expense,14465.31,0.0,,
2025-05-04,"Northbridge Software, Inc.",Bill,BILL-5010,aws,Hosting,5000,Hosting & Infrastructure (COGS),28201.05,0.0,,
2025-05-04,"Northbridge Software, Inc.",Bill,BILL-5101,Outreach.io,,6300,Marketing & Advertising,3073.83,0.0,,
2025-05-04,"Northbridge Software, Inc.",Bill,BILL-5101,Outreach.io,,2000,Accounts Payable,0.0,3073.83,,
2025-05-06,"Northbridge Software, Inc.",Bill,BILL-5111,LinkedIn,,6410,Computer & Internet Expense,48.79,0.0,,
2025-05-06,"Northbridge Software, Inc.",Bill,BILL-5111,LinkedIn,,2000,Accounts Payable,0.0,48.79,,
2025-05-09,"Northbridge Software, Inc.",Bill,BILL-5109,AWS,,6400,Dues & Subscriptions,1127.27,0.0,,
2025-05-09,"Northbridge Software, Inc.",Bill,BILL-5109,AWS,,2000,Accounts Payable,0.0,1127.27,,
2025-05-11,"Northbridge Software, Inc.",Bill,BILL-5110,Zoom Video Communications,,2000,Accounts Payable,0.0,1182.17,,
2025-05-11,"Northbridge Software, Inc.",Bill,BILL-5110,Zoom Video Communications,,6410,Computer & Internet Expense,1182.17,0.0,,
2025-05-12,"Northbridge Software, Inc.",Bill,BILL-5102,Figma Inc,,2000,Accounts Payable,0.0,1111.87,,
2025-05-12,"Northbridge Software, Inc.",Bill,BILL-5102,Figma Inc,,6400,Dues & Subscriptions,1111.87,0.0,,
2025-05-13,"Northbridge Software, Inc.",Bill,BILL-5107,Travelers Insurance,,2000,Accounts Payable,0.0,2161.92,,
2025-05-13,"Northbridge Software, Inc.",Bill,BILL-5107,Travelers Insurance,,6900,Misc Expense,2161.92,0.0,,
2025-05-14,"Northbridge Software, Inc.",Journal,JE-MANUAL-4-16,Priya Natarajan,per CEO request,6900,Misc Expense,9580.8,0.0,,"Manual, no attachment"
2025-05-14,"Northbridge Software, Inc.",Journal,JE-MANUAL-4-16,Priya Natarajan,per CEO request,6901,Misc Expense 2,0.0,9580.8,,"Manual, no attachment"
2025-05-16,"Northbridge Software, Inc.",Journal,JE-MANUAL-4-20,Priya Natarajan,TO ADJUST,6900,Misc Expense,0.0,795.36,,"Manual, no attachment"
2025-05-16,"Northbridge Software, Inc.",Journal,JE-MANUAL-4-20,Priya Natarajan,TO ADJUST,2400,Accrued Expenses,795.36,0.0,,"Manual, no attachment"
2025-05-18,"Northbridge Software, Inc.",Bill,BILL-5010,aws,Hosting,2000,Accounts Payable,0.0,28201.05,,
2025-05-19,"Northbridge Software, Inc.",Journal,JE-MANUAL-4-18,Priya Natarajan,balance plug,6900,Misc Expense,5256.26,0.0,,"Manual, no attachment"
2025-05-19,"Northbridge Software, Inc.",Bill,BILL-5103,Delta Air Lines,,6500,Travel & Entertainment,354.48,0.0,,
2025-05-19,"Northbridge Software, Inc.",Journal,JE-MANUAL-4-18,Priya Natarajan,balance plug,1200,Accounts Receivable,0.0,5256.26,,"Manual, no attachment"
2025-05-19,"Northbridge Software, Inc.",Bill,BILL-5103,Delta Air Lines,,2000,Accounts Payable,0.0,354.48,,
2025-05-20,"Northbridge Software, Inc.",Bill,BILL-5098,Unknown / no receipt,,6900,Misc Expense,386.53,0.0,,
2025-05-20,"Northbridge Software, Inc.",Bill,BILL-5098,Unknown / no receipt,,2000,Accounts Payable,0.0,386.53,,
2025-05-23,"Northbridge Software, Inc.",Bill,BILL-5100,Austin Commercial Properties LLC,,2000,Accounts Payable,0.0,14194.22,,
2025-05-23,"Northbridge Software, Inc.",Bill,BILL-5105,Travelers Insurance,,6900,Misc Expense,2160.68,0.0,,
2025-05-23,"Northbridge Software, Inc.",Bill,BILL-5105,Travelers Insurance,,2000,Accounts Payable,0.0,2160.68,,
2025-05-23,"Northbridge Software, Inc.",Bill,BILL-5100,Austin Commercial Properties LLC,,6700,Rent Expense,14194.22,0.0,,
2025-05-24,"Northbridge Software, Inc.",Bill,BILL-5104,Office Depot,,2000,Accounts Payable,0.0,61.57,,
2025-05-24,"Northbridge Software, Inc.",Bill,BILL-5104,Office Depot,,6600,Office Supplies,61.57,0.0,,
2025-05-25,"Northbridge Software, Inc.",Bill,BILL-5099,GitHub,,6410,Computer & Internet Expense,458.74,0.0,,
2025-05-25,"Northbridge Software, Inc.",Bill,BILL-5106,Office Depot,,6600,Office Supplies,51.09,0.0,,
2025-05-25,"Northbridge Software, Inc.",Journal,COMM-5229,Various Reps,Commission accrual,2400,Accrued Expenses,0.0,13518.87,,
2025-05-25,"Northbridge Software, Inc.",Journal,COMM-5229,Various Reps,Commission accrual,6200,Sales Commissions,13518.87,0.0,,
2025-05-25,"Northbridge Software, Inc.",Bill,BILL-5106,Office Depot,,2000,Accounts Payable,0.0,51.09,,
2025-05-25,"Northbridge Software, Inc.",Bill,BILL-5099,GitHub,,2000,Accounts Payable,0.0,458.74,,
2025-05-28,"Northbridge Software, Inc.",Journal,PR-5029,ADP Payroll,Payroll taxes & benefits,6100,Payroll Taxes & Benefits,113338.98,0.0,,
2025-05-28,"Northbridge Software, Inc.",Bill,BILL-5108,United Airlines,,2000,Accounts Payable,0.0,941.77,,
2025-05-28,"Northbridge Software, Inc.",Journal,PR-5029,ADP Payroll,Customer Support payroll,5010,Customer Support Payroll (COGS),39308.34,0.0,,
2025-05-28,"Northbridge Software, Inc.",Bill,BILL-5095,Travelers Insurance,,6900,Misc Expense,2203.29,0.0,,
2025-05-28,"Northbridge Software, Inc.",Journal,PR-5029,ADP Payroll,Sales & Marketing payroll,6010,Salaries & Wages - Sales & Marketing,103875.0,0.0,,
2025-05-28,"Northbridge Software, Inc.",Journal,PR-5029,ADP Payroll,G&A payroll,6020,Salaries & Wages - G&A,72116.68,0.0,,
2025-05-28,"Northbridge Software, Inc.",Journal,DEP-4,,Monthly depreciation,1510,Accumulated Depreciation,0.0,1791.72,,
2025-05-28,"Northbridge Software, Inc.",Journal,PR-5029,ADP Payroll,Payroll clearing to bank,1000,Chase Business Checking,0.0,515964.02,,
2025-05-28,"Northbridge Software, Inc.",Journal,DEP-4,,Monthly depreciation,7000,Depreciation Expense,1791.72,0.0,,
2025-05-28,"Northbridge Software, Inc.",Bill,BILL-5108,United Airlines,,6500,Travel & Entertainment,941.77,0.0,,
2025-05-28,"Northbridge Software, Inc.",Journal,PR-5029,ADP Payroll,Engineering payroll,6000,Salaries & Wages - Engineering,187325.02,0.0,,
2025-05-28,"Northbridge Software, Inc.",Bill,BILL-5095,Travelers Insurance,,2000,Accounts Payable,0.0,2203.29,,
2025-05-30,"Northbridge Software, Inc.",Transfer,SWEEP-5009,Stripe,Stripe payout swept to bank,1000,Chase Business Checking,383644.59,0.0,,
2025-05-30,"Northbridge Software, Inc.",Invoice,INV-5009,Various Customers,Monthly subscription revenue (per Stripe summary),1200,Accounts Receivable,439385.71,0.0,,Manual re-entry
2025-05-30,"Northbridge Software, Inc.",Invoice,INV-5009,Various Customers,Monthly subscription revenue (per Stripe summary),4000,Subscription Revenue,0.0,439385.71,,Manual re-entry
2025-05-30,"Northbridge Software, Inc.",Bill,BILL-5097,Staples,,2000,Accounts Payable,0.0,75.89,,
2025-05-30,"Northbridge Software, Inc.",Payment,PMT-5009,Stripe Collections,Customer payments collected,1200,Accounts Receivable,0.0,395102.56,,
2025-05-30,"Northbridge Software, Inc.",Payment,PMT-5009,Stripe Collections,Customer payments collected,1010,Stripe Clearing,395102.56,0.0,,
2025-05-30,"Northbridge Software, Inc.",Journal,JE-5009,Stripe,Payment processing fees,1010,Stripe Clearing,0.0,11457.97,,
2025-05-30,"Northbridge Software, Inc.",Transfer,SWEEP-5009,Stripe,Stripe payout swept to bank,1010,Stripe Clearing,0.0,383644.59,,
2025-05-30,"Northbridge Software, Inc.",Bill,BILL-5097,Staples,,6600,Office Supplies,75.89,0.0,,
2025-05-30,"Northbridge Software, Inc.",Journal,JE-5009,Stripe,Payment processing fees,5020,Payment Processing Fees (COGS),11457.97,0.0,,
2025-06-03,"Northbridge Software, Inc.",Bill,BILL-5126,Baymark CPAs,,6800,Professional Fees,5931.25,0.0,,
2025-06-03,"Northbridge Software, Inc.",Bill,BILL-5126,Baymark CPAs,,2000,Accounts Payable,0.0,5931.25,,
2025-06-04,"Northbridge Software, Inc.",Bill,BILL-5124,Figma Inc,,2000,Accounts Payable,0.0,1108.18,,
2025-06-04,"Northbridge Software, Inc.",Bill,BILL-5115,Austin Commercial Properties LLC,,2000,Accounts Payable,0.0,14383.99,,
2025-06-04,"Northbridge Software, Inc.",Bill,BILL-5124,Figma Inc,,6410,Computer & Internet Expense,1108.18,0.0,,
2025-06-04,"Northbridge Software, Inc.",Bill,BILL-5115,Austin Commercial Properties LLC,,6700,Rent Expense,14383.99,0.0,,
2025-06-06,"Northbridge Software, Inc.",Bill,BILL-5119,Travelers Insurance,,2000,Accounts Payable,0.0,2192.6,,
2025-06-06,"Northbridge Software, Inc.",Bill,BILL-5119,Travelers Insurance,,6900,Misc Expense,2192.6,0.0,,
2025-06-09,"Northbridge Software, Inc.",Bill,BILL-5122,Travelers Insurance,,2000,Accounts Payable,0.0,2166.64,,
2025-06-09,"Northbridge Software, Inc.",Bill,BILL-5122,Travelers Insurance,,6900,Misc Expense,2166.64,0.0,,
2025-06-12,"Northbridge Software, Inc.",Bill,BILL-5129,Baymark CPAs,,2000,Accounts Payable,0.0,3291.07,,
2025-06-12,"Northbridge Software, Inc.",Bill,BILL-5129,Baymark CPAs,,6800,Professional Fees,3291.07,0.0,,
2025-06-13,"Northbridge Software, Inc.",Transfer,SWEEP-5011,Stripe,Stripe payout swept to bank,1010,Stripe Clearing,0.0,425637.38,,
2025-06-13,"Northbridge Software, Inc.",Payment,PMT-5011,Stripe Collections,Customer payments collected,1200,Accounts Receivable,0.0,438349.52,,
2025-06-13,"Northbridge Software, Inc.",Journal,JE-5011,Stripe,Payment processing fees,5020,Payment Processing Fees (COGS),12712.14,0.0,,
2025-06-13,"Northbridge Software, Inc.",Journal,JE-5011,Stripe,Payment processing fees,1010,Stripe Clearing,0.0,12712.14,,
2025-06-13,"Northbridge Software, Inc.",Payment,PMT-5011,Stripe Collections,Customer payments collected,1010,Stripe Clearing,438349.52,0.0,,
2025-06-13,"Northbridge Software, Inc.",Invoice,INV-5011,Various Customers,Monthly subscription revenue (per Stripe summary),1200,Accounts Receivable,486462.63,0.0,,Manual re-entry
2025-06-13,"Northbridge Software, Inc.",Invoice,INV-5011,Various Customers,Monthly subscription revenue (per Stripe summary),4000,Subscription Revenue,0.0,486462.63,,Manual re-entry
2025-06-13,"Northbridge Software, Inc.",Transfer,SWEEP-5011,Stripe,Stripe payout swept to bank,1000,Chase Business Checking,425637.38,0.0,,
2025-06-16,"Northbridge Software, Inc.",Bill,BILL-5113,Staples,,6600,Office Supplies,305.3,0.0,,
2025-06-16,"Northbridge Software, Inc.",Bill,BILL-5113,Staples,,2000,Accounts Payable,0.0,305.3,,
2025-06-18,"Northbridge Software, Inc.",Bill,BILL-5123,Google Workspace,,2000,Accounts Payable,0.0,43.74,,
2025-06-18,"Northbridge Software, Inc.",Journal,COMM-5230,Various Reps,Commission accrual,6200,Sales Commissions,9173.54,0.0,,
2025-06-18,"Northbridge Software, Inc.",Bill,BILL-5123,Google Workspace,,6410,Computer & Internet Expense,43.74,0.0,,
2025-06-18,"Northbridge Software, Inc.",Journal,COMM-5230,Various Reps,Commission accrual,2400,Accrued Expenses,0.0,9173.54,,
2025-06-21,"Northbridge Software, Inc.",Bill,BILL-5117,LinkedIn,,6410,Computer & Internet Expense,2324.52,0.0,,
2025-06-21,"Northbridge Software, Inc.",Bill,BILL-5117,LinkedIn,,2000,Accounts Payable,0.0,2324.52,,
2025-06-23,"Northbridge Software, Inc.",Journal,JE-MANUAL-5-22,Priya Natarajan,reclass - ask Priya,1400,Prepaid Expenses,7897.06,0.0,,"Manual, no attachment"
2025-06-23,"Northbridge Software, Inc.",Bill,BILL-5114,Marriott Hotels,,6500,Travel & Entertainment,145.32,0.0,,
2025-06-23,"Northbridge Software, Inc.",Bill,BILL-5116,Google Workspace,,2000,Accounts Payable,0.0,271.93,,
2025-06-23,"Northbridge Software, Inc.",Bill,BILL-5012,AWS,Hosting,2000,Accounts Payable,0.0,42944.84,,
2025-06-23,"Northbridge Software, Inc.",Bill,BILL-5127,Amazon Web Services,,6400,Dues & Subscriptions,1160.74,0.0,,
2025-06-23,"Northbridge Software, Inc.",Bill,BILL-5116,Google Workspace,,6400,Dues & Subscriptions,271.93,0.0,,
2025-06-23,"Northbridge Software, Inc.",Bill,BILL-5114,Marriott Hotels,,2000,Accounts Payable,0.0,145.32,,
2025-06-23,"Northbridge Software, Inc.",Journal,JE-MANUAL-5-22,Priya Natarajan,reclass - ask Priya,1200,Accounts Receivable,0.0,7897.06,,"Manual, no attachment"
2025-06-23,"Northbridge Software, Inc.",Bill,BILL-5127,Amazon Web Services,,2000,Accounts Payable,0.0,1160.74,,
2025-06-25,"Northbridge Software, Inc.",Journal,IC-6,Northbridge Collective,Intercompany interest,8000,Interest Expense,6497.28,0.0,,
2025-06-25,"Northbridge Software, Inc.",Journal,IC-6,Northbridge Collective,Intercompany interest,2500,Intercompany - Due to Northbridge Collective,0.0,6497.28,,
2025-06-27,"Northbridge Software, Inc.",Bill,BILL-5012,AWS,Hosting,5000,Hosting & Infrastructure (COGS),42944.84,0.0,,
2025-06-28,"Northbridge Software, Inc.",Journal,PR-5030,ADP Payroll,G&A payroll,6020,Salaries & Wages - G&A,72116.68,0.0,,
2025-06-28,"Northbridge Software, Inc.",Journal,PR-5030,ADP Payroll,Payroll clearing to bank,1000,Chase Business Checking,0.0,523823.88,,
2025-06-28,"Northbridge Software, Inc.",Bill,BILL-5118,Southwest Airlines,,6500,Travel & Entertainment,1058.38,0.0,,
2025-06-28,"Northbridge Software, Inc.",Journal,PR-5030,ADP Payroll,Payroll taxes & benefits,6100,Payroll Taxes & Benefits,115065.5,0.0,,
2025-06-28,"Northbridge Software, Inc.",Journal,PR-5030,ADP Payroll,Engineering payroll,6000,Salaries & Wages - Engineering,187325.02,0.0,,
2025-06-28,"Northbridge Software, Inc.",Journal,DEP-5,,Monthly depreciation,1510,Accumulated Depreciation,0.0,1784.3,,
2025-06-28,"Northbridge Software, Inc.",Bill,BILL-5118,Southwest Airlines,,2000,Accounts Payable,0.0,1058.38,,
2025-06-28,"Northbridge Software, Inc.",Journal,DEP-5,,Monthly depreciation,7000,Depreciation Expense,1784.3,0.0,,
2025-06-28,"Northbridge Software, Inc.",Journal,PR-5030,ADP Payroll,Sales & Marketing payroll,6010,Salaries & Wages - Sales & Marketing,103875.0,0.0,,
2025-06-28,"Northbridge Software, Inc.",Journal,PR-5030,ADP Payroll,Customer Support payroll,5010,Customer Support Payroll (COGS),45441.68,0.0,,
2025-06-29,"Northbridge Software, Inc.",Bill,BILL-5121,Zoom,,6410,Computer & Internet Expense,54.51,0.0,,
2025-06-29,"Northbridge Software, Inc.",Bill,BILL-5121,Zoom,,2000,Accounts Payable,0.0,54.51,,
2025-06-29,"Northbridge Software, Inc.",Bill,BILL-5125,Austin Commercial Properties LLC,,6700,Rent Expense,14080.84,0.0,,
2025-06-29,"Northbridge Software, Inc.",Bill,BILL-5125,Austin Commercial Properties LLC,,2000,Accounts Payable,0.0,14080.84,,
2025-06-30,"Northbridge Software, Inc.",Bill,BILL-5120,Staples,,6600,Office Supplies,72.74,0.0,,
2025-06-30,"Northbridge Software, Inc.",Bill,BILL-5128,AWS,,2000,Accounts Payable,0.0,2109.57,,
2025-06-30,"Northbridge Software, Inc.",Bill,BILL-5120,Staples,,2000,Accounts Payable,0.0,72.74,,
2025-06-30,"Northbridge Software, Inc.",Bill,BILL-5128,AWS,,6410,Computer & Internet Expense,2109.57,0.0,,
2025-07-03,"Northbridge Software, Inc.",Bill,BILL-5134,Salesforce.com,,6400,Dues & Subscriptions,51.21,0.0,,
2025-07-03,"Northbridge Software, Inc.",Bill,BILL-5134,Salesforce.com,,2000,Accounts Payable,0.0,51.21,,
2025-07-03,"Northbridge Software, Inc.",Journal,COMM-5231,Various Reps,Commission accrual,6200,Sales Commissions,7804.93,0.0,,
2025-07-03,"Northbridge Software, Inc.",Journal,COMM-5231,Various Reps,Commission accrual,2400,Accrued Expenses,0.0,7804.93,,
2025-07-06,"Northbridge Software, Inc.",Journal,JE-MANUAL-6-24,Priya Natarajan,temp - revisit,2400,Accrued Expenses,3824.57,0.0,,"Manual, no attachment"
2025-07-06,"Northbridge Software, Inc.",Bill,BILL-5140,Figma,,2000,Accounts Payable,0.0,2412.55,,
2025-07-06,"Northbridge Software, Inc.",Journal,JE-MANUAL-6-24,Priya Natarajan,temp - revisit,2400,Accrued Expenses,0.0,3824.57,,"Manual, no attachment"
2025-07-06,"Northbridge Software, Inc.",Bill,BILL-5140,Figma,,6410,Computer & Internet Expense,2412.55,0.0,,
2025-07-09,"Northbridge Software, Inc.",Bill,BILL-5144,Notion Labs,,2000,Accounts Payable,0.0,279.26,,
2025-07-09,"Northbridge Software, Inc.",Bill,BILL-5144,Notion Labs,,6410,Computer & Internet Expense,279.26,0.0,,
2025-07-10,"Northbridge Software, Inc.",Journal,JE-MANUAL-6-26,Priya Natarajan,per auditor request (2024),2400,Accrued Expenses,0.0,3910.8,,"Manual, no attachment"
2025-07-10,"Northbridge Software, Inc.",Journal,JE-MANUAL-6-26,Priya Natarajan,per auditor request (2024),1400,Prepaid Expenses,3910.8,0.0,,"Manual, no attachment"
2025-07-11,"Northbridge Software, Inc.",Bill,BILL-5143,Austin Commercial Properties LLC,,6700,Rent Expense,14443.56,0.0,,
2025-07-11,"Northbridge Software, Inc.",Bill,BILL-5132,Office Depot,,6600,Office Supplies,235.45,0.0,,
2025-07-11,"Northbridge Software, Inc.",Bill,BILL-5132,Office Depot,,2000,Accounts Payable,0.0,235.45,,
2025-07-11,"Northbridge Software, Inc.",Bill,BILL-5143,Austin Commercial Properties LLC,,2000,Accounts Payable,0.0,14443.56,,
2025-07-12,"Northbridge Software, Inc.",Bill,BILL-5139,DataDog Inc,,2000,Accounts Payable,0.0,42.54,,
2025-07-12,"Northbridge Software, Inc.",Bill,BILL-5137,Slack Technologies,,6400,Dues & Subscriptions,101.16,0.0,,
2025-07-12,"Northbridge Software, Inc.",Bill,BILL-5139,DataDog Inc,,6410,Computer & Internet Expense,42.54,0.0,,
2025-07-12,"Northbridge Software, Inc.",Bill,BILL-5137,Slack Technologies,,2000,Accounts Payable,0.0,101.16,,
2025-07-13,"Northbridge Software, Inc.",Bill,BILL-5136,Baymark CPAs,,6800,Professional Fees,2891.91,0.0,,
2025-07-13,"Northbridge Software, Inc.",Bill,BILL-5138,Baymark CPAs,,2000,Accounts Payable,0.0,2778.29,,
2025-07-13,"Northbridge Software, Inc.",Bill,BILL-5138,Baymark CPAs,,6800,Professional Fees,2778.29,0.0,,
2025-07-13,"Northbridge Software, Inc.",Bill,BILL-5136,Baymark CPAs,,2000,Accounts Payable,0.0,2891.91,,
2025-07-15,"Northbridge Software, Inc.",Bill,BILL-5141,Zoom,,2000,Accounts Payable,0.0,1364.04,,
2025-07-15,"Northbridge Software, Inc.",Bill,BILL-5141,Zoom,,6410,Computer & Internet Expense,1364.04,0.0,,
2025-07-19,"Northbridge Software, Inc.",Bill,BILL-5014,Amazon Web Services,Hosting,5000,Hosting & Infrastructure (COGS),34996.84,0.0,,
2025-07-20,"Northbridge Software, Inc.",Journal,JE-MANUAL-6-28,Jenna Ruiz,per Sarah,6901,Misc Expense 2,6515.66,0.0,,"Manual, no attachment"
2025-07-20,"Northbridge Software, Inc.",Journal,JE-MANUAL-6-28,Jenna Ruiz,per Sarah,3900,Retained Earnings,0.0,6515.66,,"Manual, no attachment"
2025-07-22,"Northbridge Software, Inc.",Bill,BILL-5135,United Airlines,,6500,Travel & Entertainment,780.02,0.0,,
2025-07-22,"Northbridge Software, Inc.",Bill,BILL-5135,United Airlines,,2000,Accounts Payable,0.0,780.02,,
2025-07-23,"Northbridge Software, Inc.",Bill,BILL-5014,Amazon Web Services,Hosting,2000,Accounts Payable,0.0,34996.84,,
2025-07-24,"Northbridge Software, Inc.",Bill,BILL-5145,Salesforce,,2000,Accounts Payable,0.0,1116.87,,
2025-07-24,"Northbridge Software, Inc.",Bill,BILL-5130,Staples,,2000,Accounts Payable,0.0,113.89,,
2025-07-24,"Northbridge Software, Inc.",Bill,BILL-5133,Sterling & Voss LLP (Legal),,2000,Accounts Payable,0.0,4482.14,,
2025-07-24,"Northbridge Software, Inc.",Bill,BILL-5130,Staples,,6600,Office Supplies,113.89,0.0,,
2025-07-24,"Northbridge Software, Inc.",Bill,BILL-5133,Sterling & Voss LLP (Legal),,6800,Professional Fees,4482.14,0.0,,
2025-07-24,"Northbridge Software, Inc.",Bill,BILL-5145,Salesforce,,6400,Dues & Subscriptions,1116.87,0.0,,
2025-07-25,"Northbridge Software, Inc.",Bill,BILL-5142,Figma Inc,,2000,Accounts Payable,0.0,2596.93,,
2025-07-25,"Northbridge Software, Inc.",Bill,BILL-5142,Figma Inc,,6400,Dues & Subscriptions,2596.93,0.0,,
2025-07-26,"Northbridge Software, Inc.",Invoice,INV-5013,Various Customers,Monthly subscription revenue (per Stripe summary),1200,Accounts Receivable,482763.19,0.0,,Manual re-entry
2025-07-26,"Northbridge Software, Inc.",Transfer,SWEEP-5013,Stripe,Stripe payout swept to bank,1000,Chase Business Checking,421775.1,0.0,,
2025-07-26,"Northbridge Software, Inc.",Payment,PMT-5013,Stripe Collections,Customer payments collected,1200,Accounts Receivable,0.0,434371.88,,
2025-07-26,"Northbridge Software, Inc.",Journal,JE-5013,Stripe,Payment processing fees,1010,Stripe Clearing,0.0,12596.78,,
2025-07-26,"Northbridge Software, Inc.",Journal,JE-5013,Stripe,Payment processing fees,5020,Payment Processing Fees (COGS),12596.78,0.0,,
2025-07-26,"Northbridge Software, Inc.",Payment,PMT-5013,Stripe Collections,Customer payments collected,1010,Stripe Clearing,434371.88,0.0,,
2025-07-26,"Northbridge Software, Inc.",Invoice,INV-5013,Various Customers,Monthly subscription revenue (per Stripe summary),4000,Subscription Revenue,0.0,482763.19,,Manual re-entry
2025-07-26,"Northbridge Software, Inc.",Transfer,SWEEP-5013,Stripe,Stripe payout swept to bank,1010,Stripe Clearing,0.0,421775.1,,
2025-07-28,"Northbridge Software, Inc.",Journal,PR-5031,ADP Payroll,G&A payroll,6020,Salaries & Wages - G&A,72116.68,0.0,,
2025-07-28,"Northbridge Software, Inc.",Journal,DEP-6,,Monthly depreciation,1510,Accumulated Depreciation,0.0,1820.18,,
2025-07-28,"Northbridge Software, Inc.",Journal,PR-5031,ADP Payroll,Customer Support payroll,5010,Customer Support Payroll (COGS),45441.68,0.0,,
2025-07-28,"Northbridge Software, Inc.",Journal,PR-5031,ADP Payroll,Sales & Marketing payroll,6010,Salaries & Wages - Sales & Marketing,103875.0,0.0,,
2025-07-28,"Northbridge Software, Inc.",Journal,PR-5031,ADP Payroll,Payroll taxes & benefits,6100,Payroll Taxes & Benefits,118236.19,0.0,,
2025-07-28,"Northbridge Software, Inc.",Journal,PR-5031,ADP Payroll,Engineering payroll,6000,Salaries & Wages - Engineering,198588.55,0.0,,
2025-07-28,"Northbridge Software, Inc.",Journal,PR-5031,ADP Payroll,Payroll clearing to bank,1000,Chase Business Checking,0.0,538258.1,,
2025-07-28,"Northbridge Software, Inc.",Journal,DEP-6,,Monthly depreciation,7000,Depreciation Expense,1820.18,0.0,,
2025-07-30,"Northbridge Software, Inc.",Bill,BILL-5131,Zoom Video Communications,,2000,Accounts Payable,0.0,229.24,,
2025-07-30,"Northbridge Software, Inc.",Bill,BILL-5131,Zoom Video Communications,,6410,Computer & Internet Expense,229.24,0.0,,
2025-08-01,"Northbridge Software, Inc.",Bill,BILL-5159,Baymark CPAs,,2000,Accounts Payable,0.0,5918.1,,
2025-08-01,"Northbridge Software, Inc.",Bill,BILL-5159,Baymark CPAs,,6800,Professional Fees,5918.1,0.0,,
2025-08-02,"Northbridge Software, Inc.",Bill,BILL-5158,United Airlines,,2000,Accounts Payable,0.0,443.09,,
2025-08-02,"Northbridge Software, Inc.",Bill,BILL-5158,United Airlines,,6500,Travel & Entertainment,443.09,0.0,,
2025-08-03,"Northbridge Software, Inc.",Bill,BILL-5148,Sterling & Voss LLP (Legal),,6800,Professional Fees,2888.85,0.0,,
2025-08-03,"Northbridge Software, Inc.",Bill,BILL-5156,Travelers Insurance,,6900,Misc Expense,2101.31,0.0,,
2025-08-03,"Northbridge Software, Inc.",Bill,BILL-5163,Austin Commercial Properties LLC,,2000,Accounts Payable,0.0,14083.15,,
2025-08-03,"Northbridge Software, Inc.",Bill,BILL-5156,Travelers Insurance,,2000,Accounts Payable,0.0,2101.31,,
2025-08-03,"Northbridge Software, Inc.",Bill,BILL-5149,Salesforce,,2000,Accounts Payable,0.0,1294.02,,
2025-08-03,"Northbridge Software, Inc.",Bill,BILL-5149,Salesforce,,6410,Computer & Internet Expense,1294.02,0.0,,
2025-08-03,"Northbridge Software, Inc.",Bill,BILL-5148,Sterling & Voss LLP (Legal),,2000,Accounts Payable,0.0,2888.85,,
2025-08-03,"Northbridge Software, Inc.",Bill,BILL-5163,Austin Commercial Properties LLC,,6700,Rent Expense,14083.15,0.0,,
2025-08-04,"Northbridge Software, Inc.",Bill,BILL-5155,Figma,,2000,Accounts Payable,0.0,459.84,,
2025-08-04,"Northbridge Software, Inc.",Bill,BILL-5155,Figma,,6400,Dues & Subscriptions,459.84,0.0,,
